(749, 285)
(701, 185)
(692, 144)
(684, 102)
(673, 59)
(649, 32)
(629, 30)
(613, 36)
(585, 95)
(590, 63)
(633, 163)
(653, 191)
(679, 209)
(695, 235)
(716, 253)
(733, 277)
(750, 304)
(766, 327)
(772, 351)
(772, 369)
(766, 383)
(770, 388)
(761, 406)
(768, 399)
(769, 402)
(771, 386)
(756, 352)
(763, 331)
(772, 318)
(771, 308)
(764, 328)
(764, 337)
(763, 346)
(756, 335)
(753, 325)
(749, 341)
(734, 268)
(739, 239)
(728, 202)
(732, 175)
(748, 202)
(754, 199)
(751, 194)
(748, 193)
(746, 210)
(755, 233)
(755, 244)
(757, 231)
(758, 242)
(759, 213)
(764, 206)
(768, 208)
(775, 224)
(781, 222)
(773, 225)
(772, 208)
(775, 204)
(775, 191)
(772, 178)
(772, 151)
(770, 124)
(766, 103)
(751, 147)
(760, 162)
(755, 192)
(735, 240)
(741, 273)
(733, 318)
(738, 349)
(734, 372)
(721, 395)
(721, 419)
(744, 418)
(746, 421)
(748, 405)
(749, 409)
(752, 388)
(749, 370)
(757, 363)
(756, 372)
(756, 399)
(756, 404)
(753, 413)
(755, 408)
(755, 419)
(762, 404)
(765, 408)
(764, 404)
(766, 404)
(757, 369)
(762, 350)
(754, 325)
(762, 305)
(772, 299)
(775, 289)
(761, 319)
(757, 342)
(759, 356)
(758, 372)
(745, 401)
(745, 427)
(749, 448)
(745, 458)
(748, 421)
(735, 393)
(746, 364)
(745, 354)
(744, 319)
(743, 290)
(746, 293)
(749, 293)
(751, 285)
(749, 281)
(744, 278)
(741, 277)
(736, 289)
(745, 281)
(750, 285)
(750, 278)
(740, 327)
(741, 344)
(732, 370)
(732, 395)
(732, 413)
(730, 416)
(732, 394)
(732, 394)
(727, 380)
(733, 370)
(734, 358)
(734, 341)
(739, 357)
(743, 350)
(745, 350)
(744, 328)
(749, 316)
(744, 299)
(753, 294)
(755, 296)
(756, 320)
(755, 328)
(746, 344)
(759, 350)
(759, 365)
(761, 362)
(767, 376)
(776, 381)
(759, 420)
(762, 442)
(752, 465)
(751, 484)
(754, 490)
(769, 473)
(769, 474)
(771, 457)
(766, 445)
(756, 408)
(765, 391)
(757, 372)
(766, 355)
(777, 356)
(772, 338)
(752, 379)
(758, 396)
(753, 386)
(747, 405)
(737, 383)
(735, 355)
(735, 343)
(739, 330)
(735, 319)
(742, 305)
(743, 302)
(742, 297)
(749, 322)
(751, 325)
(752, 327)
(752, 326)
(750, 325)
(748, 297)
(751, 280)
(754, 274)
(741, 246)
(745, 226)
(724, 210)
(721, 165)
(705, 127)
(694, 100)
(657, 81)
(637, 56)
(608, 36)
(585, 20)
(555, 31)
(526, 43)
(501, 48)
(487, 61)
(439, 106)
(396, 127)
(368, 147)
(345, 160)
(328, 172)
(315, 187)
(281, 195)
(249, 206)
(217, 211)
(184, 213)
(154, 215)
(131, 218)
(112, 218)
(103, 236)
(67, 233)
(36, 242)
(21, 245)
(26, 268)
(23, 284)
(22, 290)
(26, 298)
(49, 313)
(51, 328)
(75, 330)
(96, 344)
(120, 361)
(139, 380)
(173, 380)
(202, 391)
(227, 398)
(245, 402)
(269, 409)
(300, 418)
(338, 420)
(369, 445)
(404, 455)
(430, 464)
(454, 454)
(480, 457)
(504, 450)
(534, 462)
(567, 446)
(595, 442)
(631, 423)
(665, 402)
(700, 379)
(731, 358)
(754, 341)
(732, 300)
(738, 256)
(717, 224)
(712, 194)
(689, 174)
(678, 146)
(655, 122)
(644, 97)
(635, 77)
(622, 64)
(624, 31)
(602, 23)
(638, 25)
(652, 38)
(674, 67)
(690, 95)
(722, 121)
(748, 164)
(743, 194)
(730, 228)
(726, 201)
(735, 191)
(721, 169)
(726, 138)
(732, 114)
(741, 108)
(744, 102)
(740, 100)
(732, 132)
(734, 171)
(728, 186)
(726, 202)
(718, 213)
(715, 228)
(721, 240)
(724, 248)
(716, 257)
(722, 272)
(724, 285)
(717, 305)
(716, 335)
(718, 360)
(721, 376)
(724, 390)
(726, 400)
(732, 411)
(723, 419)
(728, 436)
(730, 445)
(731, 450)
(733, 451)
(725, 444)
(725, 450)
(715, 455)
(715, 464)
(693, 449)
(668, 450)
(650, 450)
(636, 449)
(624, 449)
(618, 445)
(602, 457)
(597, 488)
(585, 499)
(599, 496)
(615, 497)
(630, 488)
(651, 470)
(672, 473)
(698, 442)
(738, 430)
(768, 415)
(759, 381)
(766, 351)
(751, 315)
(766, 284)
(757, 329)
(763, 334)
(753, 356)
(750, 386)
(754, 420)
(750, 445)
(749, 427)
(756, 444)
(751, 408)
(760, 399)
(762, 417)
(764, 438)
(765, 439)
(766, 427)
(767, 430)
(762, 415)
(766, 407)
(765, 402)
(765, 398)
(735, 373)
(728, 348)
(725, 331)
(737, 321)
(761, 328)
(761, 316)
(745, 348)
(742, 371)
(737, 396)
(730, 412)
(698, 448)
(684, 470)
(642, 450)
(610, 453)
(586, 456)
(568, 459)
(555, 461)
(547, 467)
(539, 467)
(521, 442)
(502, 440)
(488, 438)
(479, 437)
(472, 439)
(467, 440)
(463, 442)
(464, 461)
(459, 465)
(466, 474)
(471, 479)
(468, 478)
(474, 476)
(474, 473)
(488, 469)
(491, 472)
(493, 479)
(497, 483)
(507, 487)
(514, 489)
(535, 479)
(559, 473)
(577, 470)
(596, 458)
(610, 454)
(622, 448)
(639, 452)
(663, 447)
(684, 444)
(700, 442)
(712, 437)
(723, 446)
(749, 428)
(770, 429)
(771, 420)
(770, 437)
(770, 431)
(765, 426)
(758, 393)
(763, 382)
(759, 352)
(755, 331)
(741, 379)
(750, 390)
(749, 412)
(748, 427)
(745, 384)
(747, 371)
(745, 360)
(744, 355)
(743, 337)
(744, 327)
(743, 305)
(735, 272)
(731, 231)
(739, 190)
(740, 159)
(746, 153)
(748, 139)
(751, 129)
(748, 121)
(756, 123)
(759, 115)
(748, 156)
(750, 168)
(746, 177)
(744, 196)
(743, 220)
(741, 225)
(735, 239)
(742, 257)
(742, 278)
(736, 252)
(746, 238)
(748, 230)
(737, 216)
(723, 185)
(723, 159)
(746, 167)
(744, 144)
(753, 138)
(747, 164)
(745, 176)
(744, 157)
(741, 139)
(732, 169)
(738, 164)
(737, 169)
(729, 193)
(729, 231)
(713, 276)
(714, 311)
(716, 337)
(720, 354)
(721, 373)
(727, 395)
(731, 411)
(735, 422)
(738, 432)
(722, 435)
(721, 452)
(694, 457)
(682, 473)
(670, 483)
(670, 487)
(660, 481)
(674, 494)
(668, 493)
(674, 497)
(669, 495)
(671, 496)
(674, 495)
(671, 495)
(668, 494)
(703, 479)
(726, 471)
(744, 471)
(748, 453)
(757, 436)
(770, 432)
(764, 415)
(763, 395)
(767, 383)
(759, 392)
(756, 406)
(753, 407)
(749, 388)
(747, 378)
(741, 398)
(739, 381)
(731, 380)
(730, 373)
(727, 353)
(731, 367)
(733, 369)
(717, 399)
(734, 416)
(737, 432)
(739, 439)
(735, 415)
(738, 413)
(746, 401)
(750, 391)
(751, 363)
(749, 342)
(754, 320)
(760, 304)
(762, 310)
(765, 313)
(767, 325)
(772, 338)
(773, 339)
(772, 342)
(767, 344)
(765, 345)
(738, 360)
(729, 380)
(728, 394)
(725, 403)
(722, 409)
(718, 412)
(705, 420)
(704, 432)
(685, 439)
(673, 453)
(646, 452)
(627, 464)
(613, 471)
(602, 476)
(594, 482)
(581, 475)
(562, 484)
(549, 490)
(538, 494)
(524, 487)
(490, 470)
(461, 470)
(439, 470)
(424, 473)
(412, 466)
(396, 462)
(385, 458)
(373, 449)
(375, 429)
(379, 402)
(373, 380)
(411, 386)
(431, 372)
(460, 401)
(493, 411)
(505, 444)
(547, 453)
(566, 481)
(588, 498)
(616, 474)
(641, 491)
(679, 467)
(710, 463)
(724, 418)
(745, 389)
(742, 361)
(738, 334)
(737, 316)
(726, 279)
(730, 255)
(732, 238)
(743, 239)
(741, 222)
(745, 216)
(731, 198)
(730, 190)
(731, 185)
(720, 176)
(753, 171)
(757, 155)
(757, 163)
(760, 184)
(758, 193)
(759, 208)
(763, 220)
(757, 238)
(760, 251)
(740, 262)
(736, 280)
(730, 295)
(725, 304)
(743, 320)
(742, 337)
(759, 348)
(771, 366)
(772, 379)
(771, 385)
(763, 397)
(769, 400)
(753, 414)
(716, 438)
(721, 460)
(767, 430)
(771, 426)
(764, 416)
(757, 369)
(736, 334)
(751, 310)
(745, 285)
(751, 274)
(750, 253)
(746, 237)
(727, 197)
(728, 167)
(746, 155)
(751, 159)
(752, 167)
(754, 181)
(754, 183)
(751, 185)
(747, 188)
(740, 188)
(723, 205)
(737, 214)
(745, 226)
(763, 218)
(768, 243)
(764, 265)
(758, 286)
(759, 305)
(748, 326)
(736, 345)
(732, 373)
(729, 396)
(768, 392)
(770, 410)
(772, 410)
(765, 430)
(769, 445)
(767, 453)
(769, 440)
(768, 442)
(767, 423)
(771, 419)
(758, 394)
(758, 369)
(752, 346)
(753, 318)
(762, 321)
(766, 310)
(767, 316)
(767, 322)
(770, 336)
(770, 339)
(748, 362)
(755, 380)
(744, 409)
(752, 433)
(746, 453)
(729, 474)
(699, 476)
(680, 469)
(653, 464)
(633, 468)
(625, 474)
(606, 465)
(626, 473)
(623, 479)
(641, 479)
(652, 483)
(641, 480)
(668, 482)
(681, 482)
(659, 479)
(641, 481)
(664, 478)
(681, 477)
(656, 469)
(653, 470)
(634, 466)
(621, 462)
(612, 465)
(610, 463)
(600, 456)
(639, 466)
(653, 467)
(652, 471)
(649, 476)
(646, 478)
(655, 484)
(677, 484)
(716, 479)
(741, 456)
(741, 427)
(741, 406)
(737, 392)
(732, 400)
(727, 415)
(721, 431)
(721, 409)
(719, 406)
(714, 401)
(716, 404)
(714, 396)
(720, 417)
(722, 433)
(725, 433)
(728, 422)
(734, 408)
(727, 386)
(740, 369)
(742, 351)
(743, 340)
(740, 331)
(745, 316)
(751, 304)
(754, 294)
(746, 334)
(755, 343)
(745, 362)
(745, 388)
(754, 408)
(739, 431)
(740, 460)
(725, 478)
(690, 488)
(671, 489)
(657, 490)
(647, 492)
(647, 491)
(661, 489)
(683, 492)
(690, 493)
(648, 482)
(633, 486)
(607, 482)
(574, 480)
(577, 476)
(584, 473)
(605, 470)
(627, 469)
(657, 466)
(671, 414)
(703, 390)
(726, 366)
(734, 345)
(734, 328)
(738, 330)
(744, 339)
(741, 287)
(745, 259)
(741, 229)
(741, 204)
(750, 173)
(732, 129)
(754, 101)
(753, 76)
(741, 102)
(740, 123)
(741, 165)
(735, 194)
(726, 233)
(731, 263)
(734, 283)
(734, 298)
(706, 331)
(698, 363)
(709, 380)
(749, 383)
(752, 405)
(754, 412)
(755, 401)
(760, 388)
(752, 362)
(758, 346)
(742, 320)
(733, 283)
(731, 252)
(732, 227)
(757, 214)
(759, 176)
(746, 141)
(745, 108)
(760, 94)
(759, 85)
(754, 119)
(757, 117)
(753, 146)
(749, 166)
(737, 219)
(742, 260)
(721, 296)
(720, 332)
(751, 337)
(752, 350)
(753, 384)
(745, 410)
(756, 438)
(743, 472)
(738, 484)
(687, 476)
(658, 483)
(625, 467)
(593, 468)
(578, 483)
(566, 475)
(595, 477)
(609, 485)
(637, 472)
(657, 480)
(676, 438)
(710, 416)
(733, 391)
(723, 346)
(724, 365)
(732, 368)
(728, 374)
(733, 364)
(734, 379)
(740, 383)
(742, 391)
(745, 396)
(746, 400)
(746, 403)
(744, 396)
(746, 392)
(745, 388)
(750, 393)
(751, 388)
(756, 397)
(757, 396)
(758, 396)
(758, 378)
(761, 376)
(759, 366)
(764, 366)
(763, 361)
(763, 357)
(759, 348)
(765, 345)
(761, 334)
(748, 316)
(732, 287)
(737, 264)
(735, 237)
(746, 207)
(750, 174)
(758, 150)
(760, 136)
(753, 115)
(753, 147)
(740, 184)
(735, 194)
(733, 232)
(720, 262)
(707, 291)
(703, 316)
(693, 334)
(695, 359)
(681, 384)
(680, 415)
(675, 437)
(674, 456)
(648, 466)
(632, 468)
(633, 469)
(618, 460)
(632, 470)
(622, 473)
(653, 466)
(668, 472)
(674, 472)
(628, 460)
(629, 466)
(613, 465)
(603, 465)
(592, 460)
(573, 416)
(553, 398)
(533, 384)
(570, 356)
(581, 332)
(606, 334)
(639, 310)
(699, 294)
(735, 318)
(736, 325)
(737, 324)
(738, 339)
(734, 354)
(738, 345)
(741, 350)
(737, 330)
(737, 311)
(736, 300)
(717, 262)
(728, 219)
(736, 189)
(732, 165)
(734, 133)
(745, 114)
(747, 113)
(750, 148)
(750, 154)
(747, 163)
(755, 148)
(754, 189)
(757, 219)
(756, 236)
(760, 255)
(737, 286)
(738, 320)
(737, 347)
(738, 368)
(747, 381)
(750, 383)
(752, 370)
(757, 356)
(759, 358)
(755, 364)
(744, 395)
(747, 403)
(748, 409)
(748, 397)
(746, 411)
(745, 371)
(731, 341)
(732, 300)
(736, 260)
(734, 206)
(741, 162)
(721, 110)
(695, 62)
(667, 34)
(651, 33)
(630, 35)
(605, 36)
(539, 50)
(487, 58)
(497, 32)
(487, 35)
(480, 37)
(483, 38)
(476, 37)
(480, 36)
(467, 33)
(464, 33)
(482, 33)
(505, 33)
(527, 55)
(580, 100)
(614, 120)
(644, 129)
(674, 170)
(708, 199)
(733, 211)
(739, 210)
(732, 192)
(730, 164)
(730, 145)
(714, 115)
(720, 92)
(726, 104)
(718, 127)
(729, 127)
(726, 151)
(717, 174)
(718, 206)
(722, 229)
(724, 257)
(708, 291)
(704, 331)
(726, 354)
(726, 385)
(726, 404)
(722, 395)
(727, 381)
(726, 385)
(727, 370)
(725, 358)
(726, 364)
(717, 373)
(716, 354)
(712, 341)
(718, 320)
(722, 293)
(724, 282)
(727, 270)
(717, 248)
(710, 214)
(713, 188)
(711, 160)
(730, 123)
(728, 89)
(707, 55)
(698, 41)
(679, 46)
(657, 47)
(633, 51)
(606, 42)
(529, 36)
(512, 36)
(503, 36)
(496, 36)
(493, 36)
(487, 38)
(494, 39)
(577, 74)
(604, 75)
(624, 79)
(639, 81)
(645, 104)
(677, 118)
(699, 132)
(723, 136)
(746, 163)
(748, 181)
(744, 193)
(751, 181)
(756, 178)
(761, 164)
(769, 170)
(774, 171)
(781, 191)
(776, 196)
(769, 198)
(764, 222)
(772, 238)
(776, 250)
(755, 272)
(741, 296)
(733, 315)
(726, 336)
(719, 357)
(719, 378)
(720, 392)
(756, 379)
(775, 380)
(772, 391)
(772, 379)
(767, 381)
(750, 341)
(752, 324)
(740, 303)
(741, 285)
(720, 259)
(711, 231)
(701, 212)
(717, 198)
(744, 183)
(757, 161)
(770, 150)
(771, 152)
(762, 162)
(765, 178)
(762, 196)
(759, 239)
(743, 283)
(735, 325)
(733, 358)
(734, 383)
(751, 384)
(745, 399)
(750, 379)
(754, 382)
(735, 344)
(744, 320)
(738, 299)
(740, 271)
(728, 235)
(729, 204)
(744, 186)
(726, 142)
(747, 111)
(743, 73)
(751, 61)
(733, 94)
(739, 96)
(738, 120)
(734, 152)
(719, 182)
(718, 217)
(734, 232)
(730, 240)
(736, 224)
(738, 224)
(737, 260)
(738, 270)
(736, 274)
(734, 237)
(741, 232)
(738, 221)
(742, 220)
(742, 180)
(745, 143)
(750, 114)
(747, 79)
(755, 59)
(744, 102)
(751, 104)
(750, 109)
(752, 120)
(733, 158)
(739, 187)
(743, 209)
(746, 225)
(745, 240)
(745, 258)
(731, 284)
(735, 314)
(736, 335)
(753, 343)
(748, 357)
(750, 366)
(754, 373)
(760, 387)
(765, 398)
(769, 388)
(777, 383)
(765, 351)
(769, 333)
(771, 317)
(772, 304)
(767, 318)
(764, 314)
(760, 321)
(757, 315)
(752, 303)
(749, 298)
(747, 291)
(742, 266)
(733, 240)
(733, 210)
(726, 166)
(726, 126)
(738, 100)
(690, 70)
(657, 40)
(628, 36)
(608, 37)
(584, 43)
(571, 41)
(560, 43)
(573, 35)
(562, 36)
(567, 34)
(528, 33)
(503, 30)
(489, 31)
(384, 130)
(363, 139)
(330, 163)
(302, 171)
(271, 187)
(241, 196)
(219, 203)
(200, 212)
(187, 217)
(174, 226)
(150, 237)
(127, 244)
(110, 252)
(92, 247)
(71, 260)
(45, 259)
(28, 265)
(22, 271)
(23, 274)
(38, 297)
(37, 309)
(53, 321)
(66, 338)
(80, 344)
(117, 341)
(143, 360)
(187, 357)
(225, 367)
(257, 371)
(286, 388)
(317, 396)
(340, 407)
(357, 408)
(378, 406)
(402, 412)
(431, 413)
(460, 400)
