(712, 352)
(719, 354)
(690, 393)
(702, 317)
(689, 374)
(697, 297)
(694, 291)
(693, 285)
(683, 358)
(695, 277)
(697, 268)
(676, 319)
(709, 237)
(711, 226)
(734, 228)
(739, 209)
(696, 248)
(698, 242)
(763, 198)
(708, 214)
(778, 198)
(746, 238)
(738, 247)
(751, 266)
(749, 296)
(747, 312)
(751, 347)
(755, 375)
(756, 400)
(763, 415)
(734, 352)
(768, 423)
(706, 379)
(757, 445)
(751, 468)
(761, 470)
(759, 463)
(757, 455)
(749, 424)
(719, 458)
(751, 376)
(709, 421)
(706, 394)
(752, 343)
(752, 370)
(760, 372)
(756, 374)
(752, 369)
(757, 352)
(755, 353)
(753, 388)
(750, 409)
(739, 369)
(731, 349)
(730, 380)
(728, 389)
(723, 390)
(720, 385)
(726, 385)
(727, 395)
(729, 374)
(733, 363)
(734, 360)
(733, 387)
(742, 395)
(742, 395)
(743, 365)
(747, 359)
(747, 353)
(751, 386)
(708, 380)
(761, 349)
(762, 329)
(726, 376)
(767, 313)
(724, 361)
(718, 342)
(768, 327)
(766, 346)
(767, 351)
(769, 356)
(771, 363)
(769, 368)
(765, 364)
